                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     77,                 1.4398,                0.78108,                 1.1721,                0.91965,                0.86085,                 0.9202,                0.49357,                 1.6283,                0.80582,                 1.3367,              0.0092476,              0.0092476,              0.0092476
                     78,                 1.4414,                0.79285,                 1.1648,                0.85863,                0.86359,                0.91502,                0.47762,                 1.6724,                 0.8324,                 1.3677,              0.0092377,              0.0092377,              0.0092377
                     79,                 1.4324,                0.78308,                 1.1623,                 0.9246,                0.87139,                 0.9304,                0.49329,                  1.584,                 0.7881,                  1.318,              0.0092278,              0.0092278,              0.0092278
                     80,                 1.4372,                  0.799,                  1.165,                0.93434,                0.81603,                0.91482,                0.49316,                  1.628,                0.83067,                 1.3438,              0.0092179,              0.0092179,              0.0092179
                     81,                  1.436,                 0.7897,                 1.1626,                0.92937,                0.87977,                0.94318,                0.50555,                 1.6009,                0.77263,                  1.345,               0.009208,               0.009208,               0.009208
                     82,                 1.4455,                0.79312,                 1.1732,                0.88412,                0.83742,                0.89171,                0.47665,                 1.6754,                0.90278,                 1.3705,              0.0091981,              0.0091981,              0.0091981
                     83,                 1.4161,                0.77608,                 1.1595,                0.88195,                0.89375,                0.92357,                0.48112,                 1.6661,                0.83028,                 1.3598,              0.0091882,              0.0091882,              0.0091882
                     84,                 1.4124,                0.77599,                 1.1592,                0.90805,                0.86973,                0.91049,                 0.4839,                  1.625,                0.79764,                 1.3491,              0.0091783,              0.0091783,              0.0091783
                     85,                 1.4027,                0.75462,                 1.1489,                0.88255,                 0.8283,                0.89164,                 0.4784,                 1.6498,                0.83265,                 1.3787,              0.0091684,              0.0091684,              0.0091684
                     86,                 1.4076,                 0.7882,                 1.1622,                0.90412,                0.86322,                0.92605,                0.49383,                 1.6157,                0.83833,                 1.3297,              0.0091585,              0.0091585,              0.0091585
                     87,                 1.4137,                0.76805,                 1.1593,                 0.9182,                0.88172,                0.93724,                0.51223,                 1.6128,                0.78288,                 1.3382,              0.0091486,              0.0091486,              0.0091486
                     88,                 1.4112,                0.77052,                 1.1622,                0.88932,                0.85587,                0.91662,                 0.4882,                 1.6752,                0.87311,                 1.3685,              0.0091387,              0.0091387,              0.0091387
                     89,                 1.3993,                0.77216,                 1.1511,                0.91513,                0.84923,                0.91336,                0.48608,                 1.6855,                 0.8286,                 1.3826,              0.0091288,              0.0091288,              0.0091288
                     90,                 1.3958,                0.76198,                 1.1584,                0.91239,                0.90445,                0.93641,                0.49235,                 1.6118,                0.77852,                 1.3218,              0.0091189,              0.0091189,              0.0091189
                     91,                 1.4011,                0.76074,                 1.1546,                0.91586,                 0.8811,                0.92793,                0.49774,                  1.638,                 0.8149,                 1.3584,               0.009109,               0.009109,               0.009109
                     92,                 1.4015,                0.75689,                 1.1518,                0.89868,                0.90522,                0.92716,                0.49593,                 1.6479,                0.78665,                  1.354,              0.0090991,              0.0090991,              0.0090991
                     93,                 1.3814,                0.75358,                 1.1513,                0.92132,                0.88995,                0.93759,                0.51682,                 1.5956,                0.75305,                 1.3247,              0.0090892,              0.0090892,              0.0090892
                     94,                 1.3739,                0.75144,                  1.147,                 0.9279,                0.84433,                0.93238,                0.48962,                 1.6569,                0.82001,                 1.3648,              0.0090793,              0.0090793,              0.0090793
                     95,                 1.4028,                0.76354,                 1.1524,                0.90569,                0.86618,                 0.9306,                 0.5083,                 1.6447,                0.77915,                 1.3419,              0.0090694,              0.0090694,              0.0090694
                     96,                 1.3794,                0.75167,                 1.1457,                0.94408,                0.85017,                0.93993,                0.50474,                 1.5992,                0.76136,                 1.3236,              0.0090595,              0.0090595,              0.0090595
                     97,                 1.3864,                0.75114,                 1.1417,                0.86961,                0.86311,                0.90029,                0.47023,                 1.6999,                0.85251,                 1.4085,              0.0090496,              0.0090496,              0.0090496
                     98,                 1.3642,                0.73956,                  1.144,                0.92791,                0.89108,                0.93424,                0.50499,                 1.5984,                0.74829,                 1.3466,              0.0090397,              0.0090397,              0.0090397
                     99,                 1.3889,                0.74914,                 1.1487,                0.88349,                  0.895,                0.92677,                0.51004,                 1.6052,                0.75879,                 1.3381,              0.0090298,              0.0090298,              0.0090298
                    100,                 1.3811,                0.73869,                 1.1488,                0.91488,                0.88698,                0.92574,                0.51585,                 1.5983,                 0.7641,                 1.3321,              0.0090199,              0.0090199,              0.0090199
                    101,                 1.3738,                0.73198,                 1.1349,                0.89483,                0.82012,                0.87946,                  0.461,                 1.7152,                0.86818,                 1.3881,                0.00901,                0.00901,                0.00901
                    102,                 1.3576,                0.72833,                  1.137,                0.88207,                0.86962,                0.91519,                0.49159,                 1.6201,                0.79624,                 1.3537,              0.0090001,              0.0090001,              0.0090001
                    103,                 1.3573,                0.73575,                 1.1353,                0.91915,                0.85819,                0.92143,                0.48574,                  1.642,                0.80073,                  1.354,              0.0089902,              0.0089902,              0.0089902
                    104,                 1.3544,                0.73186,                 1.1285,                0.88591,                 0.8792,                 0.9103,                0.49242,                  1.619,                0.80798,                 1.3471,              0.0089803,              0.0089803,              0.0089803
                    105,                 1.3705,                0.72823,                  1.124,                0.89877,                0.88679,                0.94058,                0.53109,                 1.5769,                 0.7627,                 1.3191,              0.0089704,              0.0089704,              0.0089704
                    106,                 1.3414,                0.71449,                 1.1275,                0.94682,                0.82969,                0.92549,                0.51181,                 1.5951,                0.79045,                  1.363,              0.0089605,              0.0089605,              0.0089605
                    107,                 1.3499,                0.71884,                  1.136,                0.91763,                0.90629,                0.93829,                0.52783,                 1.5896,                0.75688,                 1.3458,              0.0089506,              0.0089506,              0.0089506
                    108,                 1.3545,                0.72634,                 1.1323,                0.91618,                0.89127,                0.93098,                0.50192,                 1.5928,                0.76629,                 1.3494,              0.0089407,              0.0089407,              0.0089407
                    109,                 1.3424,                0.71802,                 1.1244,                0.92455,                0.87617,                0.92791,                0.51421,                 1.5913,                0.73906,                 1.3493,              0.0089308,              0.0089308,              0.0089308
                    110,                 1.3411,                0.72047,                 1.1247,                0.89463,                0.87621,                0.91378,                0.50336,                 1.5842,                0.75448,                 1.3623,              0.0089209,              0.0089209,              0.0089209
                    111,                  1.347,                0.73141,                 1.1372,                0.89843,                0.89496,                0.93744,                0.52272,                 1.5899,                0.73559,                 1.3681,               0.008911,               0.008911,               0.008911
                    112,                 1.3439,                 0.7118,                 1.1297,                0.91583,                0.85296,                0.92532,                0.51595,                 1.5618,                0.70502,                 1.3124,              0.0089011,              0.0089011,              0.0089011
                    113,                 1.3443,                0.71439,                 1.1236,                0.92299,                0.89718,                0.94426,                 0.5231,                 1.5852,                 0.7306,                  1.329,              0.0088912,              0.0088912,              0.0088912
