                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    102,                 1.3184,                 0.7272,                 1.2259,                0.86277,                0.82777,                0.88164,                0.43586,                 1.7825,                0.92653,                 1.7088,              0.0090001,              0.0090001,              0.0090001
                    103,                 1.3317,                0.74249,                 1.2357,                0.88658,                0.74869,                0.83971,                 0.4088,                  1.736,                0.94676,                 1.6807,              0.0089902,              0.0089902,              0.0089902
                    104,                 1.2927,                0.70298,                 1.1989,                0.82807,                0.79393,                0.83787,                 0.4207,                 1.7962,                0.96722,                 1.6938,              0.0089803,              0.0089803,              0.0089803
                    105,                 1.2773,                 0.6904,                 1.1978,                0.86819,                0.81967,                0.84554,                0.41979,                 1.7539,                0.94726,                 1.6571,              0.0089704,              0.0089704,              0.0089704
                    106,                 1.2933,                0.71172,                 1.2095,                0.82061,                 0.7049,                0.77204,                 0.3669,                 1.8253,                 1.0157,                 1.7166,              0.0089605,              0.0089605,              0.0089605
                    107,                 1.2923,                0.69535,                 1.2056,                0.79395,                0.75698,                0.80069,                0.38598,                 1.8048,                 1.0027,                 1.7064,              0.0089506,              0.0089506,              0.0089506
                    108,                  1.285,                 0.7115,                 1.1898,                0.86859,                0.78564,                0.85065,                0.42127,                 1.7839,                 0.9529,                 1.7008,              0.0089407,              0.0089407,              0.0089407
                    109,                 1.2812,                0.68979,                 1.2101,                 0.8444,                0.74808,                0.83481,                 0.4288,                 1.7689,                0.93572,                 1.7003,              0.0089308,              0.0089308,              0.0089308
                    110,                 1.2665,                0.69849,                 1.2045,                0.86375,                0.80386,                0.86029,                0.43626,                 1.7405,                0.92375,                 1.6641,              0.0089209,              0.0089209,              0.0089209
                    111,                 1.2633,                0.69098,                 1.1938,                0.89662,                0.85988,                0.90184,                0.46005,                 1.7178,                0.87174,                 1.6494,               0.008911,               0.008911,               0.008911
                    112,                 1.2702,                0.69878,                 1.1966,                0.82915,                0.72511,                 0.8212,                0.41211,                 1.7517,                0.93948,                 1.6568,              0.0089011,              0.0089011,              0.0089011
                    113,                  1.268,                0.68387,                 1.1858,                0.81925,                0.76291,                0.83232,                0.41133,                 1.7687,                0.92825,                  1.695,              0.0088912,              0.0088912,              0.0088912
                    114,                 1.2643,                0.68559,                 1.1927,                0.83018,                0.81871,                0.85343,                 0.3987,                 1.7739,                0.94665,                  1.702,              0.0088813,              0.0088813,              0.0088813
                    115,                 1.2838,                0.68146,                 1.1859,                0.85556,                0.74791,                0.80665,                0.40661,                 1.8039,                0.97927,                 1.7038,              0.0088714,              0.0088714,              0.0088714
                    116,                 1.2577,                0.67676,                 1.1988,                0.83947,                0.74591,                0.83903,                0.38639,                 1.7874,                 0.9269,                  1.686,              0.0088615,              0.0088615,              0.0088615
                    117,                 1.2709,                0.68945,                 1.2094,                0.78307,                0.79134,                  0.832,                 0.4013,                 1.7814,                0.91751,                 1.7001,              0.0088516,              0.0088516,              0.0088516
                    118,                 1.2754,                0.70419,                 1.1936,                0.87815,                0.70424,                0.82214,                0.40853,                 1.8055,                0.95538,                 1.7164,              0.0088417,              0.0088417,              0.0088417
                    119,                 1.2532,                0.68812,                 1.1832,                0.83296,                 0.8075,                 0.8457,                0.40884,                 1.7599,                0.90268,                  1.678,              0.0088318,              0.0088318,              0.0088318
                    120,                 1.2298,                0.66658,                 1.1778,                0.88548,                0.76301,                0.83014,                0.41652,                 1.8056,                 1.0203,                 1.7264,              0.0088219,              0.0088219,              0.0088219
                    121,                 1.2265,                 0.6683,                 1.1707,                 0.8539,                0.81119,                0.83268,                0.39664,                 1.7701,                 0.9522,                 1.7038,               0.008812,               0.008812,               0.008812
                    122,                 1.2672,                 0.6764,                 1.1704,                0.87759,                0.77794,                0.84063,                0.41658,                  1.787,                0.95141,                 1.6998,              0.0088021,              0.0088021,              0.0088021
                    123,                 1.2181,                0.68159,                 1.1681,                0.88282,                0.81202,                0.86586,                 0.4133,                 1.7926,                0.96774,                 1.7018,              0.0087922,              0.0087922,              0.0087922
                    124,                 1.2131,                0.67171,                 1.1817,                0.87383,                0.79007,                0.85126,                0.42362,                 1.8128,                0.93388,                 1.7654,              0.0087823,              0.0087823,              0.0087823
                    125,                 1.2029,                0.65951,                 1.1608,                0.89731,                0.75361,                0.86763,                0.44332,                 1.7668,                0.87504,                   1.72,              0.0087724,              0.0087724,              0.0087724
                    126,                 1.2314,                0.67047,                 1.1799,                0.82144,                0.74458,                0.78819,                0.38898,                 1.8382,                 1.0424,                  1.747,              0.0087625,              0.0087625,              0.0087625
                    127,                 1.2181,                0.66479,                 1.1665,                0.85058,                0.79436,                0.85884,                0.42675,                 1.8005,                0.96259,                 1.6996,              0.0087526,              0.0087526,              0.0087526
                    128,                 1.2204,                0.65514,                 1.1608,                0.85691,                 0.8178,                0.87692,                0.44299,                 1.7206,                0.91843,                 1.6567,              0.0087427,              0.0087427,              0.0087427
                    129,                  1.224,                0.65653,                  1.158,                0.88561,                0.82996,                0.90589,                0.43397,                  1.704,                0.86431,                 1.6904,              0.0087328,              0.0087328,              0.0087328
                    130,                 1.2365,                0.67931,                 1.1797,                0.79281,                0.83037,                0.86261,                0.43324,                 1.7465,                0.91586,                 1.6776,              0.0087229,              0.0087229,              0.0087229
                    131,                 1.2194,                0.65787,                  1.172,                0.84608,                0.82571,                0.87623,                0.43386,                 1.7729,                0.94406,                 1.7152,               0.008713,               0.008713,               0.008713
                    132,                 1.1866,                0.64273,                 1.1562,                0.82224,                0.74594,                0.81681,                0.41105,                 1.7996,                0.98681,                 1.7142,              0.0087031,              0.0087031,              0.0087031
                    133,                 1.2049,                0.64017,                 1.1595,                 0.8422,                0.73462,                0.82067,                0.40707,                 1.8214,                0.95134,                 1.7619,              0.0086932,              0.0086932,              0.0086932
                    134,                 1.2099,                0.63109,                 1.1554,                0.86866,                 0.7695,                0.85721,                0.44454,                 1.7334,                0.86964,                 1.6761,              0.0086833,              0.0086833,              0.0086833
                    135,                 1.2366,                0.67512,                 1.1654,                0.82147,                0.78043,                0.83627,                0.41709,                 1.7865,                0.90747,                 1.7145,              0.0086734,              0.0086734,              0.0086734
                    136,                 1.1688,                0.64267,                 1.1595,                0.90062,                0.80228,                0.88305,                0.44396,                 1.7304,                0.83169,                 1.6513,              0.0086635,              0.0086635,              0.0086635
                    137,                 1.1915,                0.62938,                 1.1451,                0.83218,                0.81984,                0.85652,                 0.4169,                 1.7503,                0.85213,                 1.6842,              0.0086536,              0.0086536,              0.0086536
                    138,                 1.1836,                 0.6532,                 1.1529,                0.86425,                0.75355,                0.85338,                0.42231,                 1.7457,                 0.8665,                 1.7056,              0.0086437,              0.0086437,              0.0086437
                    139,                 1.1834,                0.64403,                 1.1547,                0.85209,                0.82845,                0.87113,                0.42972,                 1.7522,                0.82389,                 1.7144,              0.0086338,              0.0086338,              0.0086338
                    140,                  1.178,                0.64971,                 1.1504,                0.80621,                0.80722,                0.84981,                0.41711,                  1.788,                0.88738,                  1.762,              0.0086239,              0.0086239,              0.0086239
                    141,                 1.1769,                0.63573,                 1.1445,                0.89349,                 0.8514,                0.90176,                0.43242,                 1.7831,                0.86292,                 1.7478,               0.008614,               0.008614,               0.008614
                    142,                 1.1959,                0.64076,                 1.1551,                0.84381,                0.83514,                0.86088,                0.41019,                  1.805,                0.90038,                 1.7526,              0.0086041,              0.0086041,              0.0086041
                    143,                 1.2087,                0.65028,                 1.1565,                  0.917,                0.77618,                0.86137,                0.42588,                 1.7419,                 0.9102,                 1.6687,              0.0085942,              0.0085942,              0.0085942
